Added,Audience Rating,Country,Title,Tagline,Writers,Year,Duration,View Count,Summary,Directors,Studio,Sort title,Release Date,Roles,Labels,Rating,Original Title,Genre,Content Rating
2021-00-24 13:03:19,"5.5","United States of America","Alice in Wonderland","You re invited to a very important date.","Linda Woolverton-Lewis Carroll-Michael Schlingmann","2010",1:49:35,"1","Nineteen-year-old Alice returns to the magical world from her childhood adventure, where she reunites with her old friends and learns of her true destiny: to end the Red Queen s reign of terror.","Tim Burton","Walt Disney Pictures","N/A","2010-03-05","Mia Wasikowska-Johnny Depp-Anne Hathaway-Helena Bonham Carter-Crispin Glover-Matt Lucas-Alan Rickman-Stephen Fry-Michael Sheen-Timothy Spall-Marton Csokas-Lindsay Duncan-Geraldine James-Tim Pigott-Smith-Leo Bill-Frances de la Tour-Christopher Lee-Paul Whitehouse-Barbara Windsor-Michael Gough-Imelda Staunton-Eleanor Tomlinson-Rebecca Crookshank-Jemma Powell-Eleanor Gecks-Holly Hawkins-Lucy Davenport-Joel Swetow-Jessica Oyelowo-Ethan Cohn-Richard Alonzo-Harry Taylor-Chris Grabher-Simone Sault-Caroline Royce-Bonnie Parker-Cortney Palm-Amy Bailey",N/A,"5.1","N/A","Adventure-Family-Fantasy","ch/7"
2021-00-24 13:06:10,"4.8","United Kingdom-United States of America","Alice Through the Looking Glass","It s time for a little madness.","Linda Woolverton-Lewis Carroll","2016",1:53:58,"1","Alice returns to the magical world of Underland, only to find the Hatter in a horrible state. With the help of her friends, Alice must travel through time to save the Mad Hatter and Underland s fate from the evil clutches of the Red Queen and a clock like creature, known as Time.","James Bobin","Legend3D","N/A","2016-05-27","Mia Wasikowska-Johnny Depp-Anne Hathaway-Helena Bonham Carter-Alan Rickman-Michael Sheen-Sacha Baron Cohen-Andrew Scott-Rhys Ifans-Timothy Spall-Ed Speleers-Stephen Fry-Lindsay Duncan-Matt Lucas-Tom Godwin-Richard Armitage-Amelia Crouch-Leilah de Meza-Geraldine James-Leo Bill-Barbara Windsor-Meera Syal-Hattie Morahan-Simone Kirby-Siobhan Redmond-Paul Whitehouse-Matt Vogel-Paul Hunter-Wally Wingert-Louis Ashbourne Serkis-Joanna Bobin-Joe Hurst-Oliver Hawkes-Frederick Warder-Eve Hedderwick Turner-Daniel Hoffmann-Gill-Jamie Baughan-Matt Wilman-Siobhán McSweeney-Owain Rhys Davies-Edward Petherbridge-Richard Syms-Neil Edmond-Bill Thomas-Carol Been-Ross Carpenter-Melissa Collier-Heather Craig-Janine Craig-Leigh Daniels-Jules Davison-Matt Dempsey-Nikki Dunsford-Stephanie Elstob-Steve Fortune-Jane Fowler-Adam Galbraith-Chris Grierson-Dale Mercer-William Mowat-Cris Penfold-Kraig Thornber-Carl Walker-Claire Winsper-Isaac Andrews-Alexander Bracq-Adam Burton-Frances de la Tour-Ross Green-Kyle Hebert-Matt Hookings-Bomber Hurley-Smith-Martyn Mayger-Steve Saunders-Mike Simmrin-Daniel Westwood",N/A,"2.8","N/A","Adventure-Family-Fantasy","ch/8"
2021-00-24 13:12:04,"9.4","United States of America-United Kingdom","Alien","In space no one can hear you scream.","Dan O Bannon-Ronald Shusett","1979",1:57:39,"N/A","During its return to the earth, commercial spaceship Nostromo intercepts a distress signal from a distant planet. When a three-member team of the crew discovers a chamber containing thousands of eggs on the planet, a creature inside one of the eggs attacks an explorer. The entire crew is unaware of the impending nightmare set to descend upon them when the alien parasite planted inside its unfortunate host is birthed.","Ridley Scott","Brandywine Productions","N/A","1979-06-22","Sigourney Weaver-Tom Skerritt-John Hurt-Veronica Cartwright-Harry Dean Stanton-Ian Holm-Yaphet Kotto-Bolaji Badejo-Helen Horton",N/A,"9.8","N/A","Science Fiction-Horror","R"
2021-00-24 13:08:17,"5.5","Australia-Canada-New Zealand-United Kingdom-United States of America","Alien: Covenant","The path to paradise begins in hell.","John Logan-Dan O Bannon-Ronald Shusett-Michael Green-Dante Harper","2017",2:02:03,"N/A","Bound for a remote planet on the far side of the galaxy, the crew of the colony ship  Covenant  discovers what is thought to be an uncharted paradise, but is actually a dark, dangerous world—which has a sole inhabitant: the  synthetic , David, survivor of the doomed Prometheus expedition.","Ridley Scott","Scott Free Productions","N/A","2017-05-12","Michael Fassbender-Katherine Waterston-Billy Crudup-Danny McBride-Demián Bichir-Carmen Ejogo-Jussie Smollett-Callie Hernandez-Amy Seimetz-Nathaniel Dean-Alexander England-Benjamin Rigby-Uli Latukefu-Tess Haubrich-Lorelei King-Goran D. Kleut-Andrew Crawford-Guy Pearce-James Franco-Noomi Rapace-Javier Botet-Benjamin Taylor-Steve Doyle-Juke Hardy-Billy Mansell",N/A,"6.5","N/A","Action-Horror-Science Fiction-Thriller-Mystery","ch/16"
2021-00-24 13:14:20,"3.9","United States of America","Alien: Resurrection","It s already too late.","Dan O Bannon-Ronald Shusett-Joss Whedon","1997",1:56:09,"N/A","200 years after her death, Ellen Ripley is revived as a powerful human/alien hybrid clone. Along with a crew of space pirates, she must again battle the deadly aliens and stop them from reaching Earth.","Jean-Pierre Jeunet","Brandywine Productions","N/A","1997-11-26","Sigourney Weaver-Winona Ryder-Dominique Pinon-Ron Perlman-Gary Dourdan-Michael Wincott-Kim Flowers-Dan Hedaya-J.E. Freeman-Brad Dourif-Raymond Cruz-Leland Orser-Carolyn Campbell-Marlene Bush-David St. James-Rodney Mitchell-Robert Faltisco-David Rowe-Garrett House-Rod Damer-Mark Mansfield-Daniel Raymont-Cris D Annunzio-Steven Gilborn-Robert Bastens-Rico Bueno-Alex Lorre-Ronald Ramessar-Nicole Fellows-Tom Woodruff Jr.-Joan La Barbara-Archie Hahn-Nito Larioza-Brad Martin-David Prior-Nicholas Talone-Eddie Yansick",N/A,"5.4","N/A","Science Fiction-Horror-Action","R"
2021-00-24 13:17:28,"9.4","United States of America-United Kingdom","Aliens","This time it s war.","David Giler-Walter Hill-James Cameron-Dan O Bannon-Ronald Shusett","1986",2:34:27,"N/A","Fifty-seven years after surviving an apocalyptic attack aboard her space vessel by merciless space creatures, Officer Ripley awakens from hyper-sleep and tries to warn anyone who will listen about the predators.","James Cameron","Brandywine Productions","N/A","1986-07-18","Sigourney Weaver-Carrie Henn-Michael Biehn-Paul Reiser-Lance Henriksen-Bill Paxton-William Hope-Jenette Goldstein-Al Matthews-Mark Rolston-Ricco Ross-Colette Hiller-Daniel Kash-Cynthia Dale Scott-Tip Tipping-Trevor Steedman-Paul Maxwell-Valerie Colgan-Alan Polonsky-Alibe Parsons-Blain Fairman-Barbara Coles-Carl Toop-John Lees-Eddie Powell-Jay Benedict-Mac McDonald-William Armstrong-Holly De Jong-Jill Goldston-Elizabeth Inglis-Stuart Milligan-Bob Sherman-Chris Webb-Tom Woodruff Jr.",N/A,"9.7","N/A","Science Fiction-Thriller-Action-Adventure","R"
2021-00-24 13:20:14,"9.2","United States of America","Alita: Battle Angel","An angel falls. A warrior rises.","James Cameron-Laeta Kalogridis-Yukito Kishiro","2019",2:02:57,"1","When Alita awakens with no memory of who she is in a future world she does not recognize, she is taken in by Ido, a compassionate doctor who realizes that somewhere in this abandoned cyborg shell is the heart and soul of a young woman with an extraordinary past.","Robert Rodriguez","Troublemaker Studios","N/A","2019-02-14","Rosa Salazar-Christoph Waltz-Jennifer Connelly-Mahershala Ali-Ed Skrein-Jackie Earle Haley-Keean Johnson-Lana Condor-Jorge Lendeborg Jr.-Eiza González-Jeff Fahey-Idara Victor-Rick Yune-Derek Mears-Leonard Wu-Racer Rodriguez-Marko Zaror-Hugo Perez-Casper Van Dien-Billy Blair-Jamie Landau-Dimitrius Pulido-Patrick Gathron-Elle LaMont-Alex Livinalli-Neal Kodinsky-Anthony Bandmann-Alan Trong-Sam Medina-Tod Junker-John Wirt-Darcel Danielle-Emma Lindsey-Garrett Warren-Tony LaThanh-Jorge A. Jimenez-Vincent Fuentes-Ibrahima Thiam-Paul de Sousa-Gregg Berger-David Sobolov-Jeff Bottoms-Michelle Rodriguez-Jai Courtney-Edward Norton-Gene Cervenka",N/A,"6.1","N/A","Action-Adventure-Science Fiction-Thriller","ch/12"
2021-00-24 13:22:18,"9.5","United States of America","Amadeus","Everything you ve heard is true...","Zdeněk Mahler","1984",3:00:26,"1","Wolfgang Amadeus Mozart is a remarkably talented young Viennese composer who unwittingly finds a fierce rival in the disciplined and determined Antonio Salieri. Resenting Mozart for both his hedonistic lifestyle and his undeniable talent, the highly religious Salieri is gradually consumed by his jealousy and becomes obsessed with Mozart s downfall, leading to a devious scheme that has dire consequences for both men.","Miloš Forman","AMLF","N/A","1984-10-31","F. Murray Abraham-Tom Hulce-Elizabeth Berridge-Roy Dotrice-Simon Callow-Christine Ebersole-Jeffrey Jones-Barbara Bryne-Cynthia Nixon-Douglas Seale-Charles Kay-Kenny Baker-Martin Cavina-Roderick Cook-Milan Demjanenko-Peter DiGesu-Patrick Hines-Nicholas Kepros-Philip Lenkowsky-Lisbeth Bartlett-Richard Frank-Herman Meckler-Jonathan Moore-Brian Pettifer-Vincent Schiavelli-John Strauss-Karl-Heinz Teuber-Miro Grisa-Karel Gult-Ladislav Krečmer-Karel Fiala-John Carrafa-Hana Brejchová-Miriam Chytilová-Karel Effa-René Gabzdyl-Karel Hábl-Jiří Krytinář-Jan Kuželka-Jiří Lír-Jitka Molavcová-Pavel Nový-Jan Pohan-Tereza Pokorná-Herzová-Ivan Pokorný-Milan Riehs-Dana Vávrová-June Anderson-Isobel Buchanan-Anne Howells-Robin Leggate-Felicity Lott-Alexander Oliver-Samuel Ramey-Richard Stilwell-John Tomlinson-Willard White-Michele Esposito-Zdeněk Mahler-Vladimír Svitáček-Jana Musilová-Kenneth McMillan-Cassie Stuart-Rita Zohar",N/A,"9.3","N/A","Drama-Biography-History-Music","R"
2021-02-28 14:17:09,"7.7","United States of America","The Amazing Spider-Man","The untold story begins.","Stan Lee-Steve Ditko-Alvin Sargent-Steve Kloves-James Vanderbilt","2012",2:16:17,"N/A","After Peter Parker is bitten by a genetically altered spider, he gains newfound, spider-like powers and ventures out to save the city from the machinations of a mysterious reptilian foe.","Marc Webb","Marvel Entertainment","Amazing Spider-Man","2012-07-03","Andrew Garfield-Emma Stone-Rhys Ifans-Denis Leary-Martin Sheen-Sally Field-Max Charles-Campbell Scott-Embeth Davidtz-Chris Zylka-Irrfan Khan-C. Thomas Howell-Jake Keiffer-Hannah Marks-Kari Coleman-Michael Barra-Leif Gantvoort-Andy Pessoa-Kelsey Asbille-Kevin McCorkle-Andy Gladbach-Ring Hendricks-Tellefsen-Barbara Eve Harris-Stan Lee-Danielle Burgio-Tom Waite-Keith Campbell-Steve DeCastro-Jill Flint-Mark Daugherty-Milton González-Skyler Gisondo-Charlie DePew-Jacob Rodier-Vincent Laresca-Damien Lemon-Ty Upshaw-James Chen-Alexander Bedria-Tia Texada-Jay Caputo-John Burke-Terry Bozeman-Jennifer Lyons-Michael Massee-Amber Stevens West-Max Bogner-Ethan Cohn-Zoey Deutch-Miles Elliot-Miranda LaDawn Hill-Amanda MacDonald-Maury Morgan-Michael Papajohn",N/A,"7.2","N/A","Science Fiction-Fantasy-Action-Adventure","ch/12"
2021-02-28 14:16:25,"6.4","United States of America","The Amazing Spider-Man 2","No more secrets.","Stan Lee-Steve Ditko-Alex Kurtzman-Roberto Orci-James Vanderbilt","2014",2:22:33,"N/A","When New York is put under siege by Oscorp, it is up to Spider-Man to save the city he swore to protect as well as his loved ones.","Marc Webb","Marvel Entertainment","Amazing Spider-Man 2","2014-05-02","Andrew Garfield-Emma Stone-Jamie Foxx-Dane DeHaan-Colm Feore-Felicity Jones-Paul Giamatti-Sally Field-Embeth Davidtz-Campbell Scott-Marton Csokas-Louis Cancelmi-Max Charles-B.J. Novak-Sarah Gadon-Michael Massee-Jorge Vega-Bill Heck-Teddy Coluca-Helen Stern-Aidy Bryant-Cal McCrystal-Anslem Richardson-Mark Doherty-James Colby-Kari Coleman-Skyler Gisondo-Charlie DePew-Robert Newman-Adrian Martinez-Thaddeus Phillips-James McCauley-Rachael McOwen-David Shabtai-Greg Connolly-Timothy Adams-Tug Coker-Jabari Gray-Jamie Lynn Concepcion-Pat Kiernan-Jessica Abo-Clem Cheung-Dusan Hyska-Andrei Runtso-Brennan Taylor-Slate Holmgren-Drew Beasley-Matthew Tronieri-Dario Barosso-Salvatore L. Rossi-Peter KT Tzotchev-Paul Urcioli-David Shih-Daniel Gerroll-Brian McElhaney-Jonathan Braylock-Steven Hauck-J.D. Walsh-Stan Lee-Jessica Shea Alverson-Stefanie Barry-Chris Cooper-BJ Davis-Julia Davis-Frank Deal-Odette Warder Henderson-Denis Leary-Lynn Marocola-Josh Elliott Pickel-Jacob Rodier-Martin Sheen",N/A,"5.2","N/A","Action-Adventure-Science Fiction-Fantasy","ch/14"
2021-00-30 13:59:54,"9.3","United States of America","American Beauty","Look closer.","Alan Ball","1999",2:02:40,"1","A sexually frustrated suburban father has a mid-life crisis after becoming infatuated with his daughter s best friend.","Sam Mendes","Jinks/Cohen Company","N/A","1999-10-01","Kevin Spacey-Annette Bening-Thora Birch-Wes Bentley-Mena Suvari-Chris Cooper-Allison Janney-Peter Gallagher-Scott Bakula-Sam Robards-Barry Del Sherman-John Cho-Hal Fort Atkinson-Kent Faulcon-Ara Celi-Sue Casey-Brenda Wehle-Lisa Cloud-Amber Smith-Joel McCrary-Marissa Jaret Winokur-Dennis Anderson-Matthew Kimbrough-Erin Cathryn Strubbe-Alison Faulk-Krista Goodsitt-Lily Houtkin-Carolina Lancaster-Mona Leah-Chekesha Van Putten-Emily Zachary-Nancy Anderson-Reshma Gajjar-Stephanie Rizzo-Heather Joy Sher-Chelsea Hertford-Elaine Corral Kendall-David C. Fisher-Tom Miller-Bruce Cohen",N/A,"8.7","N/A","Drama","ch/16"
